level;speciesKey;lat;lon;HFP09;Elevation;continents;IUCNonly;broad;broad;broad;broad;broad;broad;broad;broad;broad;broad;detail;detail;detail;detail;detail;detail;detail;detail;detail;detail
Catasetum pileatum;2803816;1.9159833333333334;-69.5408;4.101182699203487;149.16666666666666;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum planiceps;2803753;-1.8364399999999996;-60.507999999999996;1.863736724853516;316.4;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Catasetum purum;2803914;-12.136290476190476;-39.07810952380952;12.228106510071527;482.95238095238096;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum rectangulare;2804003;4.0804909090909085;-73.59025454545454;31.399144259366143;392.8181818181818;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum rivularium;2803761;-1.94165;-59.485;7.0;152.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;EXT;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;EN;EXT;LC;LC;LC;LC;LC
Catasetum rodigasianum;2804045;-28.505733333333335;-49.200266666666664;13.966933727264417;144.33333333333334;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum rooseveltianum;2803930;-15.8453375;-55.1111;11.363850384950636;344.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum saccatum;2803722;-7.819393333333334;-69.54244666666666;12.169801076253261;437.1333333333333;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum samaniegoi;2803785;-4.3;-79.8167;15.0;1737.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum sanguineum;2803779;2.8333;-65.45;0.0002163176395697;156.0;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;EN;LC;LC;LC;LC;EN
Catasetum schmidtianum;2803793;-11.037700000000001;-55.59866666666667;3.7999517122904503;339.6666666666667;{'SOUTHERN AMERICA'};False;Not Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Catasetum seccoi;2803998;-5.1922;-43.7475;6.72822380065918;88.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;EXT;Threatened;Threatened;Threatened;Threatened;Threatened;EN;CR;LC;EN;EXT;EN;EN;EN;EN;EN
Catasetum semicirculatum;2804011;-11.1675;-63.8333;1.0;225.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;EN;EN;LC;LC;LC;LC;LC;EN;EN;EN
Catasetum socco;2804084;-24.8068;-47.8561;5.33951187133789;44.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Catasetum spitzii;2803944;-13.3797;-54.836475;13.15738677978515;439.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum stenoglossum;2804029;-0.0626;-66.9927;0.0002389278815826;92.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;EN;EN;EN;LC;EN;LC;LC;LC;LC;EN
Catasetum stevensonii;2803814;-9.4714;-74.7736;2.0;758.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;EXT;EXT;Threatened;Threatened;Threatened;Threatened;Not Threatened;CR;CR;EN;EXT;EXT;LC;LC;LC;LC;LC
Catasetum tabulare;2804093;4.028281818181818;-76.12415454545454;21.309579329057172;1350.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum tenebrosum;2803857;-10.2569;-74.47115;2.60981470346451;632.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum tigrinum;2803747;-7.1944333333333335;-57.846000000000004;5.0;179.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;EN
Catasetum tuberculatum;2804031;-2.36;-75.63334;5.318948817229821;288.8;{'SOUTHERN AMERICA'};True;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Catasetum uncatum;2803743;-10.42398947368421;-37.66486842105263;18.725263018357122;236.42105263157896;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Catasetum vinaceum;2803763;-13.9167;-53.2833;5.0;353.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;EN;LC;LC;LC;EN;LC
Catasetum viridiflavum;2803912;9.15545625;-79.72461875;15.588996505737295;72.3125;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya aclandiae;2801025;-12.475100000000001;-39.0071;20.879270129733623;192.44444444444446;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya amethystoglossa;2800905;-13.26736;-39.71821;13.803080582618708;370.6;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya araguaiensis;2836141;-8.8983;-49.4006;7.0;173.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;EN;EN;EN;LC;LC;LC;EN;LC
Cattleya bicolor;2800828;-17.92228125;-45.03508125;7.372951067984104;886.375;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya cernua;8092741;-23.85175;-47.69775;16.904471874237064;455.75;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya coccinea;2811951;-21.989895454545454;-43.92261818181818;10.230607086961918;1267.590909090909;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya crispa;2812125;-20.031403571428573;-43.952242857142856;9.614908401455196;1213.6785714285713;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;EN;LC;LC
Cattleya dormaniana;2801032;-22.4475;-42.4992;3.25046277046204;854.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;CR;CR;CR;CR;CR;LC;LC;LC;LC;EN
Cattleya dowiana;2801202;10.040466666666667;-83.8073;31.78585942586263;912.6666666666666;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya elongata;2800974;-12.53435;-41.363597500000004;8.839664086699482;925.675;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya forbesii;2800871;-25.152552380952383;-48.29652857142857;19.10878133773803;145.04761904761904;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya grandis;2811870;-15.425075;-39.639925;12.412211120128621;243.75;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya granulosa;2800824;-10.70576;-37.42907;16.554976511001584;172.1;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya guttata;2800942;-21.13786875;-43.5751375;18.445450544357293;271.125;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya harrisoniana;2800863;-21.2195;-41.29576;18.9174482345581;155.2;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya intermedia;2801141;-29.10280882352941;-50.21407941176471;18.507438095410667;62.94117647058823;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya iricolor;2801102;-3.4333;-78.5167;10.6868686676025;927.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya jenmanii;2800847;9.883;-69.6053;14.0;754.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;EN;EN;LC;EN;LC;LC;LC;LC;LC;LC
Cattleya labiata;2801162;-9.726996666666667;-38.254569999999994;15.79034145673116;528.8;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya lawrenceana;2801137;5.52555;-62.3678;0.125028818845749;1042.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;EN;LC;LC;LC;EN;LC
Cattleya lobata;2811916;-23.0028;-43.286100000000005;39.7885322570801;431.5;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;EN;EN;EN;EN;LC;LC;LC;LC;LC
Cattleya loddigesii;2801104;-22.689325;-46.67405;17.00281634926796;721.625;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya luteola;2800925;-11.279354545454545;-68.48700909090908;5.898389539935371;364.09090909090907;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya maxima;2801036;-3.7947;-79.50651;13.000406636132128;647.8;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya mendelii;2801114;6.3183;-72.6975;10.3215732574463;2123.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;EN;EN;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya mossiae;2801063;9.861474999999999;-69.11857499999999;12.763492107391356;1013.5;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya nobilior;2800960;-15.15325;-53.34914285714286;10.550698416573661;342.07142857142856;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya perrinii;2801190;-20.747600000000002;-41.18376666666666;9.661667903264366;514.6666666666666;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya pfisteri;2812149;-13.08072105263158;-41.52108947368421;6.7027591780612354;1156.8947368421052;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;EN
Cattleya porphyroglossa;2800851;-21.1447;-41.6822;34.0;100.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;EN;LC;EN;LC;LC;LC;LC;LC;LC;LC
Cattleya pumila;2812238;-19.503133333333334;-44.60633333333333;12.666666666666666;1324.3333333333333;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;LC;LC;LC;EN;EN;LC;LC;LC;EN;EN
Cattleya quadricolor;7702769;4.8434625;-75.5919375;26.974795222282417;1115.375;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya rupestris;2812036;-17.845717647058823;-43.493294117647054;8.307041098089782;1156.8823529411766;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya schilleriana;2800892;-15.7847;-39.6689;7.801573276519775;190.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;EN
Cattleya schofieldiana;2800858;-20.1006;-40.5294;18.0;33.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;EN;EN;EN;EN;EN
Cattleya schroederae;2801054;4.897166666666667;-73.31013333333334;11.23890797297158;1364.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya tenebrosa;2812289;-20.72525;-41.53095;16.1561040878296;675.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya tenuis;2801006;-12.947;-41.58524;5.477475929260258;1011.2;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;EN
Cattleya tigrina;2801082;-20.45665;-43.60245;22.945805668830875;136.0;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya trianae;4935172;4.582872727272727;-74.72287272727273;21.001513589512225;1414.090909090909;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya velutina;2801007;-19.9358;-40.6167;27.0;716.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;EN;EN
Cattleya violacea;7499732;-2.7768023255813956;-61.20018139534884;2.650330394857435;202.63953488372093;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya walkeriana;2800917;-15.93158;-47.607839999999996;5.434903907775872;573.6;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya wallisii;2801015;-2.6833;-60.32;11.0;23.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;EXT;Threatened;Threatened;Threatened;Threatened;Threatened;EN;CR;EN;EN;EXT;LC;LC;LC;LC;LC
Cattleya warneri;2800953;-16.650833333333335;-39.949533333333335;9.705662886301686;617.3333333333334;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Cattleya warscewiczii;2801043;5.359;-74.82734;10.985908794403072;1438.8;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Caucaea alticola;2798886;-3.1292;-79.1706;7.62954807281494;2603.0;{'SOUTHERN AMERICA'};False;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;EN;LC;LC;LC;LC;LC
Caucaea olivacea;2798892;1.59498;-77.12294999999999;13.74153211116791;2933.7;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Caucaea phalaenopsis;2798873;6.0284;-75.4333;36.0;2136.0;{'SOUTHERN AMERICA'};False;Threatened;Not Threatened;Threatened;Threatened;Not Threatened;Threatened;Threatened;Threatened;Threatened;Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
Caucaea radiata;2798905;5.5318875;-74.3769375;12.726209282875068;2568.75;{'SOUTHERN AMERICA'};False;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;Not Threatened;LC;LC;LC;LC;LC;LC;LC;LC;LC;LC
